,index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
7091,7091,21,0,1,3,0,1,0,1,6,2,26,2,26,0,2,8,18,16,290,8,0
7092,7092,28,9,1,5,0,0,0,1,6,2,455,1,26,0,2,8,18,16,290,8,0
7093,7093,16,10,0,2,0,1,0,1,6,2,180,1,26,0,2,8,18,16,290,8,0
7094,7094,17,4,1,6,0,0,0,1,6,2,200,1,26,0,2,8,18,16,290,8,0
7095,7095,14,1,1,2,0,0,0,1,6,2,535,1,26,0,2,8,18,16,290,8,1
7096,7096,29,1,1,0,2,2,2,1,6,2,313,1,26,0,2,8,18,16,290,8,0
7097,7097,41,1,1,0,2,1,0,1,6,2,101,0,26,0,2,8,18,16,290,8,0
7098,7098,23,7,1,3,2,0,0,1,6,2,473,2,26,0,2,8,18,16,290,8,0
7099,7099,29,6,0,6,0,1,1,1,6,2,1018,1,26,0,2,8,18,16,290,8,0
7100,7100,22,0,2,6,0,0,1,1,6,2,364,2,26,0,2,8,18,16,290,8,0
7101,7101,23,9,1,0,0,1,0,1,6,2,153,0,26,0,2,8,18,16,290,8,0
7102,7102,17,7,0,5,2,1,0,1,6,2,158,0,26,0,2,8,18,16,290,8,0
7103,7103,19,10,0,5,0,1,0,1,6,2,617,1,26,0,2,8,18,16,290,8,0
7104,7104,13,0,1,6,0,0,0,1,6,2,99,0,26,0,2,8,18,16,290,8,0
7105,7105,33,7,0,0,2,1,1,1,6,2,217,0,26,0,2,8,18,16,290,8,0
7106,7106,25,0,1,6,0,0,0,1,6,2,129,1,26,0,2,8,18,16,290,8,0
7107,7107,28,1,1,1,2,1,0,1,6,2,277,1,26,0,2,8,18,16,290,8,0
7108,7108,42,2,1,2,0,0,0,1,6,2,200,3,26,0,2,8,18,16,290,8,0
7109,7109,42,1,1,2,2,1,0,1,6,2,105,1,26,0,2,8,18,16,290,8,0
7110,7110,34,0,1,3,0,1,0,1,6,2,431,1,26,0,2,8,18,16,290,8,0
7111,7111,32,9,1,5,0,0,0,1,6,2,417,1,26,0,2,8,18,16,290,8,0
7112,7112,27,1,1,2,0,1,0,1,6,2,480,1,26,0,2,8,18,16,290,8,0
7113,7113,13,1,2,0,2,1,1,1,6,2,331,3,26,0,2,8,18,16,290,8,0
7114,7114,22,7,1,3,0,0,0,1,6,2,359,2,26,0,2,8,18,16,290,8,0
7115,7115,18,9,2,1,0,2,2,1,6,2,332,1,26,0,2,8,18,16,290,8,0
7116,7116,18,9,1,6,2,0,0,1,6,2,215,0,26,0,2,8,18,16,290,8,0
7117,7117,42,0,1,6,0,1,1,1,6,2,535,1,26,0,2,8,18,16,290,8,0
7118,7118,42,2,1,6,2,0,0,1,6,2,147,1,26,0,2,8,18,16,290,8,0
7119,7119,26,1,1,2,0,0,0,1,6,2,13,2,26,0,2,8,18,16,290,8,0
7120,7120,12,7,2,3,0,0,0,1,6,2,689,1,26,0,2,8,18,16,290,8,0
7121,7121,39,1,1,0,0,1,0,1,6,2,242,2,26,0,2,8,18,16,290,8,0
7122,7122,24,3,1,6,0,0,0,1,6,2,665,0,26,0,2,8,18,16,290,8,0
7123,7123,30,7,0,3,0,1,0,1,6,2,97,0,26,0,2,8,18,16,290,8,0
7124,7124,32,7,1,3,2,1,0,1,6,2,166,0,26,0,2,8,18,16,290,8,0
7125,7125,26,0,1,2,0,0,0,1,6,2,207,0,26,0,2,8,18,16,290,8,0
7126,7126,17,7,1,3,2,0,0,1,6,2,376,0,26,0,2,8,18,16,290,8,0
7127,7127,14,3,1,3,0,0,0,1,6,2,480,9,26,0,2,8,18,16,290,8,0
7128,7128,43,0,2,3,0,1,0,1,6,2,609,0,26,0,2,8,18,16,290,8,0
7129,7129,12,6,1,6,0,0,0,1,6,2,116,0,26,0,2,8,18,16,290,8,0
7130,7130,17,4,1,5,2,0,0,1,6,2,484,4,26,0,2,8,18,16,290,8,0
7131,7131,37,5,1,2,0,1,0,1,6,2,217,0,26,0,2,8,18,16,290,8,0
7132,7132,14,0,1,2,0,0,0,1,6,2,112,0,26,0,2,8,18,16,290,8,0
7133,7133,28,1,1,2,2,0,0,1,6,2,726,0,26,0,2,8,18,16,290,8,0
7134,7134,34,7,2,3,2,1,0,1,6,2,148,3,26,0,2,8,18,16,290,8,0
7135,7135,23,0,2,3,0,1,0,1,6,2,1039,1,26,0,2,8,18,16,290,8,1
7136,7136,21,1,0,7,0,0,0,1,6,2,362,4,26,0,2,8,18,16,290,8,0
7137,7137,20,0,1,6,0,1,0,1,6,2,1050,1,26,0,2,8,18,16,290,8,1
7138,7138,20,9,2,3,2,1,0,1,6,2,54,1,26,0,2,8,18,16,290,8,0
7139,7139,19,0,1,6,0,0,1,1,6,2,184,1,26,0,2,8,18,16,290,8,0
7140,7140,18,2,1,6,2,1,1,1,6,2,253,1,26,0,2,8,18,16,290,8,0
7141,7141,37,7,1,7,0,0,0,1,6,2,114,2,26,0,2,8,18,16,290,8,0
7142,7142,17,7,0,2,0,1,1,1,6,2,293,1,26,0,2,8,18,16,290,8,0
7143,7143,32,1,1,7,2,0,0,1,6,2,246,1,26,0,2,8,18,16,290,8,0
7144,7144,25,6,1,1,0,1,1,1,6,2,195,1,26,0,2,8,18,16,290,8,0
7145,7145,15,11,3,6,0,1,1,1,6,2,221,1,26,0,2,8,18,16,290,8,0
7146,7146,38,9,1,5,0,1,0,1,6,2,166,2,26,0,2,8,18,16,290,8,0
7147,7147,23,9,2,6,2,0,1,1,6,2,385,1,26,0,2,8,18,16,290,8,0
7148,7148,33,2,1,2,0,0,0,1,6,2,85,5,26,0,2,8,18,16,290,8,0
7149,7149,14,1,1,2,2,0,0,1,6,2,173,0,26,0,2,8,18,16,290,8,0
7150,7150,33,9,0,2,0,0,1,1,6,2,48,4,26,0,2,8,18,16,290,8,0
7151,7151,34,4,1,6,0,1,0,1,6,2,410,2,26,0,2,8,18,16,290,8,0
7152,7152,29,4,1,6,2,1,0,1,6,2,311,2,26,0,2,8,18,16,290,8,0
7153,7153,27,1,1,0,0,1,0,1,6,2,40,1,26,0,2,8,18,16,290,8,0
7154,7154,40,4,0,6,0,1,0,1,6,2,81,0,26,0,2,8,18,16,290,8,0
7155,7155,13,1,1,6,0,0,0,1,6,2,558,12,26,0,2,8,18,16,290,8,0
7156,7156,37,9,1,6,2,0,0,1,6,2,109,3,26,0,2,8,18,16,290,8,0
7157,7157,37,5,0,0,0,1,0,1,6,2,77,2,26,0,2,8,18,16,290,8,0
7158,7158,7,7,2,3,0,1,0,1,6,2,70,6,26,0,2,8,18,16,290,8,0
7159,7159,28,6,0,6,0,1,0,1,6,2,229,3,26,0,2,8,18,16,290,8,0
7160,7160,32,3,1,5,0,0,0,1,6,2,565,0,26,0,2,8,18,16,290,8,0
7161,7161,22,1,0,7,2,0,1,1,6,2,145,1,26,0,2,8,18,16,290,8,0
7162,7162,19,0,2,6,0,0,0,1,6,2,792,2,26,0,2,8,18,16,290,8,1
7163,7163,14,0,1,3,2,1,0,1,6,2,199,1,26,0,2,8,18,16,290,8,0
7164,7164,19,4,1,6,2,1,0,1,6,2,488,0,26,0,2,8,18,16,290,8,0
7165,7165,34,7,1,1,0,1,0,1,6,2,176,2,26,0,2,8,18,16,290,8,0
7166,7166,31,3,0,0,2,1,1,1,6,2,123,3,26,0,2,8,18,16,290,8,0
7167,7167,34,1,1,1,2,1,1,1,6,2,88,1,26,0,2,8,18,16,290,8,0
7168,7168,24,9,1,5,2,1,0,1,6,2,768,3,26,0,2,8,18,16,290,8,0
7169,7169,20,1,2,5,0,1,0,1,6,2,105,2,26,0,2,8,18,16,290,8,0
7170,7170,29,1,1,0,2,1,0,1,6,2,101,3,26,0,2,8,18,16,290,8,0
7171,7171,37,5,1,0,0,0,0,1,6,2,225,2,26,0,2,8,18,16,290,8,0
7172,7172,32,0,2,7,2,1,0,1,6,2,122,1,26,0,2,8,18,16,290,8,0
7173,7173,24,1,1,2,2,2,2,1,6,2,52,1,26,0,2,8,18,16,290,8,0
7174,7174,35,6,2,6,2,1,0,1,6,2,150,3,26,0,2,8,18,16,290,8,0
7175,7175,13,9,1,6,2,1,0,1,6,2,399,0,26,0,2,8,18,16,290,8,0
7176,7176,13,1,1,2,0,1,0,1,6,2,58,0,26,0,2,8,18,16,290,8,0
7177,7177,25,0,1,3,0,0,0,1,6,2,260,0,26,0,2,8,18,16,290,8,0
7178,7178,20,9,2,6,0,1,0,1,6,2,199,2,26,0,2,8,18,16,290,8,0
7179,7179,18,11,1,2,0,0,0,1,6,2,241,3,26,0,2,8,18,16,290,8,0
7180,7180,17,1,1,2,0,1,0,1,6,2,399,4,26,0,2,8,18,16,290,8,0
7181,7181,32,4,1,0,0,1,0,1,6,2,637,2,26,0,2,8,18,16,290,8,0
7182,7182,36,6,1,0,0,0,0,1,6,2,107,1,26,0,2,8,18,16,290,8,0
7183,7183,13,0,2,6,0,1,0,1,6,2,68,0,26,0,2,8,18,16,290,8,0
7184,7184,24,0,2,6,2,1,0,1,6,2,137,0,26,0,2,8,18,16,290,8,0
7185,7185,18,1,1,0,0,0,0,1,6,2,182,0,26,0,2,8,18,16,290,8,0
7186,7186,38,3,2,2,0,0,0,1,6,2,553,0,26,0,2,8,18,16,290,8,0
7187,7187,10,1,1,0,0,1,0,1,6,2,310,2,26,0,2,8,18,16,290,8,0
7188,7188,13,0,2,6,0,1,0,1,6,2,206,2,26,0,2,8,18,16,290,8,0
7189,7189,16,1,2,0,0,0,0,1,6,2,119,1,26,0,2,8,18,16,290,8,0
7190,7190,16,0,1,3,0,1,0,1,6,2,764,1,26,0,2,8,18,16,290,8,0
7191,7191,32,0,1,1,2,0,1,1,6,2,29,3,26,0,2,8,18,16,290,8,0
7192,7192,22,7,1,0,0,0,0,1,6,2,126,1,26,0,2,8,18,16,290,8,0
7193,7193,8,0,1,6,0,1,0,1,6,2,251,3,26,0,2,8,18,16,290,8,0
7194,7194,18,6,1,6,0,0,1,1,6,2,188,5,26,0,2,8,18,16,290,8,0
7195,7195,20,10,1,5,0,0,0,1,6,2,368,1,26,0,2,8,18,16,290,8,0
7196,7196,17,9,1,5,0,0,0,1,6,2,414,1,26,0,2,8,18,16,290,8,0
7197,7197,15,1,1,2,2,0,0,1,6,2,128,2,26,0,2,8,18,16,290,8,0
7198,7198,21,7,2,3,0,1,0,1,6,2,685,1,26,0,2,8,18,16,290,8,0
7199,7199,20,6,2,6,2,1,0,1,6,2,512,4,26,0,2,8,18,16,290,8,0
7200,7200,14,7,2,3,2,1,0,1,6,2,102,2,26,0,2,8,18,16,290,8,0
7201,7201,28,0,1,2,0,1,0,1,6,2,1409,1,26,0,2,8,18,16,290,8,0
7202,7202,18,9,2,6,2,1,0,1,6,2,44,14,26,0,2,8,18,16,290,8,0
7203,7203,14,1,1,2,0,1,0,1,6,2,203,1,26,0,2,8,18,16,290,8,0
7204,7204,24,1,1,1,0,0,0,1,6,2,74,1,26,0,2,8,18,16,290,8,0
7205,7205,12,6,1,6,0,0,0,1,6,2,118,2,26,0,2,8,18,16,290,8,0
7206,7206,18,1,2,7,0,0,0,1,6,2,725,2,26,0,2,8,18,16,290,8,0
7207,7207,33,1,1,0,2,1,0,1,6,2,100,4,26,0,2,8,18,16,290,8,0
7208,7208,39,9,1,5,2,1,0,1,6,2,124,2,26,0,2,8,18,16,290,8,0
7209,7209,33,0,1,2,0,0,0,1,6,2,752,1,26,0,2,8,18,16,290,8,0
7210,7210,8,6,2,6,0,0,0,1,6,2,241,2,26,0,2,8,18,16,290,8,0
7211,7211,12,7,2,3,0,1,0,1,6,2,430,0,26,0,2,8,18,16,290,8,0
7212,7212,20,1,0,2,2,1,0,1,6,2,219,2,26,0,2,8,18,16,290,8,0
7213,7213,16,6,2,6,0,1,0,1,6,2,67,1,26,0,2,8,18,16,290,8,0
7214,7214,24,9,2,5,0,1,0,1,6,2,294,2,26,0,2,8,18,16,290,8,0
7215,7215,27,1,0,1,2,1,0,1,6,2,318,1,26,0,2,8,18,16,290,8,0
7216,7216,17,8,2,0,2,1,0,1,6,2,1160,2,26,0,2,8,18,16,290,8,0
7217,7217,21,0,2,2,0,0,1,1,6,2,110,2,26,0,2,8,18,16,290,8,0
7218,7218,20,7,1,3,0,1,0,1,6,2,58,1,26,0,2,8,18,16,290,8,0
7219,7219,18,1,1,0,2,0,0,1,6,2,386,1,26,0,2,8,18,16,290,8,0
7220,7220,35,10,1,3,2,0,0,1,6,2,218,1,26,0,2,8,18,16,290,8,0
7221,7221,23,9,1,3,0,0,0,1,6,2,191,1,26,0,2,8,18,16,290,8,0
7222,7222,26,9,1,6,2,0,0,1,6,2,84,1,26,0,2,8,18,16,290,8,0
7223,7223,8,7,2,3,0,0,0,1,6,2,130,1,26,0,2,8,18,16,290,8,0
7224,7224,36,7,1,3,2,0,0,1,6,2,113,1,26,0,2,8,18,16,290,8,0
7225,7225,19,1,1,2,2,1,0,1,6,2,744,5,26,0,2,8,18,16,290,8,0
7226,7226,42,0,1,3,0,1,0,1,6,2,76,3,26,0,2,8,18,16,290,8,0
7227,7227,29,2,1,5,2,1,0,1,6,2,187,2,26,0,2,8,18,16,290,8,0
7228,7228,40,6,2,3,2,0,0,1,6,2,587,3,26,0,2,8,18,16,290,8,0
7229,7229,28,9,1,6,0,1,0,1,6,2,336,2,26,0,2,8,18,16,290,8,0
7230,7230,19,4,1,6,0,1,0,1,6,2,59,2,26,0,2,8,18,16,290,8,0
7231,7231,20,0,1,6,0,1,0,1,6,2,72,11,26,0,2,8,18,16,290,8,0
7232,7232,14,9,1,5,0,0,0,1,6,2,127,1,26,0,2,8,18,16,290,8,0
7233,7233,29,0,1,7,2,1,0,1,6,2,352,1,26,0,2,8,18,16,290,8,0
7234,7234,11,9,1,3,0,1,0,1,6,2,347,1,26,0,2,8,18,16,290,8,0
7235,7235,35,1,1,0,0,1,0,1,6,2,286,1,26,0,2,8,18,16,290,8,0
7236,7236,42,1,1,2,2,0,0,1,6,2,668,1,26,0,2,8,18,16,290,8,0
7237,7237,42,0,1,6,0,1,1,1,6,2,29,8,26,0,2,8,18,16,290,8,0
7238,7238,21,1,1,0,2,0,0,1,6,2,211,5,26,0,2,8,18,16,290,8,0
7239,7239,8,7,2,7,0,1,1,1,6,2,175,2,26,0,2,8,18,16,290,8,0
7240,7240,19,1,1,2,0,1,0,1,6,2,55,1,26,0,2,8,18,16,290,8,0
7241,7241,41,3,1,0,2,0,0,1,6,2,324,2,26,0,2,8,18,16,290,8,0
7242,7242,18,0,1,3,0,1,0,1,6,2,228,2,26,0,2,8,18,16,290,8,0
7243,7243,15,1,2,6,0,1,0,1,6,2,128,1,26,0,2,8,18,16,290,8,0
7244,7244,10,8,2,3,2,1,0,1,6,2,38,8,26,0,2,8,18,16,290,8,0
7245,7245,17,9,1,6,0,0,0,1,6,2,96,1,26,0,2,8,18,16,290,8,0
7246,7246,33,1,1,0,2,0,0,1,6,2,18,15,26,0,2,8,18,16,290,8,0
7247,7247,15,0,0,6,0,1,0,1,6,2,147,3,26,0,2,8,18,16,290,8,0
7248,7248,20,0,2,6,0,1,0,1,6,2,898,1,26,0,2,8,18,16,290,8,1
7249,7249,36,4,1,6,2,2,2,1,6,2,135,1,26,0,2,8,18,16,290,8,0
7250,7250,16,0,1,6,0,1,0,1,6,2,56,2,26,0,2,8,18,16,290,8,0
7251,7251,29,1,1,1,0,1,0,1,6,2,39,21,26,0,2,8,18,16,290,8,0
7252,7252,23,1,1,0,2,0,0,1,6,2,144,4,26,0,2,8,18,16,290,8,0
7253,7253,34,10,1,0,2,1,0,1,6,2,249,1,26,0,2,8,18,16,290,8,0
7254,7254,22,1,1,1,2,0,0,1,6,2,286,2,26,0,2,8,18,16,290,8,0
7255,7255,25,1,1,0,0,1,0,1,6,2,384,1,26,0,2,8,18,16,290,8,0
7256,7256,35,1,1,0,2,0,0,1,6,2,183,2,26,0,2,8,18,16,290,8,0
7257,7257,20,9,1,6,0,1,0,1,6,2,240,1,26,0,2,8,18,16,290,8,0
7258,7258,19,0,1,6,0,1,1,1,6,2,238,2,26,0,2,8,18,16,290,8,0
7259,7259,18,1,1,2,2,0,0,1,6,2,225,2,26,0,2,8,18,16,290,8,0
7260,7260,24,1,1,0,2,1,0,1,6,2,151,1,26,0,2,8,18,16,290,8,0
7261,7261,16,7,2,3,0,0,0,1,6,2,194,1,26,0,2,8,18,16,290,8,0
7262,7262,12,0,1,6,0,0,0,1,6,2,273,2,26,0,2,8,18,16,290,8,0
7263,7263,29,1,1,0,2,1,0,1,6,2,431,1,26,0,2,8,18,16,290,8,0
7264,7264,13,1,1,2,0,1,0,1,6,2,57,1,26,0,2,8,18,16,290,8,0
7265,7265,38,5,1,6,2,1,0,1,6,2,720,2,26,0,2,8,18,16,290,8,0
7266,7266,25,0,2,6,2,1,0,1,6,2,814,1,26,0,2,8,18,16,290,8,1
7267,7267,31,7,1,3,0,1,0,1,6,2,858,1,26,0,2,8,18,16,290,8,0
7268,7268,15,7,1,3,2,1,1,1,6,2,184,2,26,0,2,8,18,16,290,8,0
7269,7269,39,4,0,2,2,1,0,1,6,2,313,1,26,0,2,8,18,16,290,8,0
7270,7270,31,9,1,5,2,0,0,1,6,2,142,6,26,0,2,8,18,16,290,8,0
7271,7271,23,9,1,2,2,0,1,1,6,2,171,3,26,0,2,8,18,16,290,8,0
7272,7272,21,9,2,6,0,1,1,1,6,2,245,2,26,0,2,8,18,16,290,8,0
7273,7273,21,1,2,1,0,0,0,1,6,2,238,1,26,0,2,8,18,16,290,8,0
7274,7274,24,1,1,5,0,0,0,1,6,2,53,2,26,0,2,8,18,16,290,8,0
7275,7275,22,4,1,1,0,1,0,1,6,2,364,1,26,0,2,8,18,16,290,8,0
7276,7276,28,0,1,2,2,0,1,1,6,2,191,2,26,0,2,8,18,16,290,8,0
7277,7277,29,6,1,0,2,0,0,1,6,2,35,23,26,0,2,8,18,16,290,8,0
7278,7278,37,1,1,6,0,0,1,1,6,2,106,3,26,0,2,8,18,16,290,8,0
7279,7279,12,7,2,0,0,1,0,1,6,2,382,2,26,0,2,8,18,16,290,8,0
7280,7280,34,1,1,2,0,0,0,1,6,2,191,4,26,0,2,8,18,16,290,8,0
7281,7281,24,2,1,2,0,1,0,1,6,2,483,1,26,0,2,8,18,16,290,8,0
7282,7282,37,1,2,0,0,0,0,1,6,2,253,2,26,0,2,8,18,16,290,8,0
7283,7283,14,0,0,6,0,1,1,1,6,2,328,1,26,0,2,8,18,16,290,8,0
7284,7284,37,0,1,6,2,0,1,1,6,2,82,1,26,0,2,8,18,16,290,8,0
7285,7285,37,9,0,6,0,0,1,1,6,2,155,1,26,0,2,8,18,16,290,8,0
7286,7286,19,0,0,3,0,1,0,1,6,2,233,4,26,0,2,8,18,16,290,8,0
7287,7287,14,6,1,6,0,0,1,1,6,2,66,5,26,0,2,8,18,16,290,8,0
7288,7288,13,9,2,6,2,1,0,1,6,2,1097,2,26,0,2,8,18,16,290,8,1
7289,7289,41,5,1,2,2,1,0,1,6,2,828,2,26,0,2,8,18,16,290,8,1
7290,7290,38,0,1,3,0,0,1,1,6,2,134,3,26,0,2,8,18,16,290,8,0
7291,7291,20,1,2,2,2,0,0,1,6,2,96,4,26,0,2,8,18,16,290,8,0
7292,7292,38,9,1,6,0,1,0,1,6,2,197,8,26,0,2,8,18,16,290,8,0
7293,7293,13,1,1,2,0,1,1,1,6,2,645,1,26,0,2,8,18,16,290,8,0
7294,7294,22,1,1,0,0,1,1,1,6,2,81,3,26,0,2,8,18,16,290,8,0
7295,7295,10,7,2,5,0,0,0,1,6,2,201,2,26,0,2,8,18,16,290,8,0
7296,7296,17,1,1,1,0,0,0,1,6,2,248,2,26,0,2,8,18,16,290,8,0
7297,7297,36,7,1,3,2,0,0,1,6,2,1509,1,26,0,2,8,18,16,290,8,0
7298,7298,35,5,1,2,2,0,0,1,6,2,91,6,26,0,2,8,18,16,290,8,0
7299,7299,34,1,0,0,0,1,0,1,6,2,660,1,26,0,2,8,18,16,290,8,0
7300,7300,32,9,1,2,0,1,0,1,6,2,182,5,26,0,2,8,18,16,290,8,0
7301,7301,20,4,1,2,0,0,0,1,6,2,30,1,26,0,2,8,18,16,290,8,0
7302,7302,36,5,1,0,0,0,0,1,6,2,101,22,26,0,2,8,18,16,290,8,0
7303,7303,36,3,2,0,2,0,0,1,6,2,54,14,26,0,2,8,18,16,290,8,0
7304,7304,42,4,1,0,2,1,0,1,6,2,374,3,26,0,2,8,18,16,290,8,0
7305,7305,38,9,0,6,2,0,0,1,6,2,216,6,26,0,2,8,18,16,290,8,0
7306,7306,17,1,1,2,0,0,0,1,6,2,76,3,26,0,2,8,18,16,290,8,0
7307,7307,20,7,1,3,2,1,1,1,6,2,73,2,26,0,2,8,18,16,290,8,0
7308,7308,28,11,1,7,0,0,1,1,6,2,62,5,26,0,2,8,18,16,290,8,0
7309,7309,33,1,2,0,0,0,0,1,6,2,152,1,26,0,2,8,18,16,290,8,0
7310,7310,18,7,1,3,0,0,0,1,6,2,86,3,26,0,2,8,18,16,290,8,0
7311,7311,11,7,2,3,0,0,0,1,6,2,95,5,26,0,2,8,18,16,290,8,0
7312,7312,19,2,1,6,0,1,0,1,6,2,23,14,26,0,2,8,18,16,290,8,0
7313,7313,20,3,1,6,2,1,0,1,6,2,25,10,26,0,2,8,18,16,290,8,0
7314,7314,18,7,2,3,0,1,1,1,6,2,151,6,26,0,2,8,18,16,290,8,0
7315,7315,9,9,2,5,0,0,0,1,6,2,95,2,26,0,2,8,18,16,290,8,0
7316,7316,15,7,1,3,0,1,0,1,6,2,52,7,26,0,2,8,18,16,290,8,0
7317,7317,15,1,1,1,0,1,0,1,6,2,52,2,26,0,2,8,18,16,290,8,0
7318,7318,42,0,2,6,0,1,1,1,6,2,421,2,26,0,2,8,18,16,290,8,0
7319,7319,28,1,1,1,2,1,0,1,6,2,322,10,26,0,2,8,18,16,290,8,0
7320,7320,13,7,2,3,0,1,0,1,6,2,52,3,26,0,2,8,18,16,290,8,0
7321,7321,10,1,1,0,2,0,0,1,6,2,340,6,26,0,2,8,18,16,290,8,0
7322,7322,31,0,0,3,0,1,0,1,6,2,139,1,26,0,2,8,18,16,290,8,0
7323,7323,42,1,1,0,2,0,0,1,6,2,763,1,26,0,2,8,18,16,290,8,0
7324,7324,18,1,1,2,2,0,0,1,6,0,288,2,26,0,2,8,18,16,291,8,0
7325,7325,18,1,2,6,0,1,1,1,6,0,231,2,26,0,2,8,18,16,291,8,0
7326,7326,20,1,1,0,0,0,0,1,6,0,120,16,26,0,2,8,18,16,291,8,0
7327,7327,21,1,1,3,2,1,0,1,6,0,203,1,26,0,2,8,18,16,291,8,0
7328,7328,22,1,1,2,0,0,1,1,6,0,67,2,26,0,2,8,18,16,291,8,0
7329,7329,25,1,1,7,2,2,2,1,6,0,311,3,26,0,2,8,18,16,291,8,0
7330,7330,40,9,1,6,0,0,0,1,6,0,50,1,26,0,2,8,18,16,291,8,0
7331,7331,25,3,2,0,0,1,0,1,6,0,86,2,26,0,2,8,18,16,291,8,0
7332,7332,8,1,2,3,0,1,0,1,6,0,139,2,26,0,2,8,18,16,291,8,0
7333,7333,37,6,1,5,2,0,0,1,6,0,235,0,26,0,2,8,18,16,291,8,0
7334,7334,29,4,1,2,0,0,0,1,6,0,43,0,26,0,2,8,18,16,291,8,0
7335,7335,17,2,1,0,0,1,0,1,6,0,233,0,26,0,2,8,18,16,291,8,0
7336,7336,27,1,1,3,0,1,0,1,6,0,230,0,26,0,2,8,18,16,291,8,0
7337,7337,25,7,1,5,0,0,0,1,6,0,177,0,26,0,2,8,18,16,291,8,0
7338,7338,25,7,1,5,0,1,0,1,6,0,149,0,26,0,2,8,18,16,291,8,0
7339,7339,41,1,1,0,2,1,1,1,6,0,422,0,26,0,2,8,18,16,291,8,0
7340,7340,24,1,1,2,2,0,0,1,6,0,121,0,26,0,2,8,18,16,291,8,0
7341,7341,24,4,2,3,0,1,0,1,6,0,324,0,26,0,2,8,18,16,291,8,0
7342,7342,31,1,1,1,0,0,0,1,6,0,287,0,26,0,2,8,18,16,291,8,0
7343,7343,16,1,2,2,0,1,1,1,6,0,58,1,26,0,2,8,18,16,291,8,0
7344,7344,41,7,1,0,0,0,0,1,6,0,226,0,26,0,2,8,18,16,291,8,0
7345,7345,25,0,2,2,2,0,0,1,6,0,153,0,26,0,2,8,18,16,291,8,0
7346,7346,35,6,1,6,0,0,0,1,6,0,151,2,26,0,2,8,18,16,291,8,0
7347,7347,14,9,2,6,0,1,0,1,6,0,57,1,26,0,2,8,18,16,291,8,0
7348,7348,22,0,2,6,2,0,0,1,6,0,31,0,26,0,2,8,18,16,291,8,0
7349,7349,18,1,1,0,2,0,0,1,6,0,118,5,26,0,2,8,18,16,291,8,0
7350,7350,11,7,1,3,0,1,0,1,6,0,133,3,26,0,2,8,18,16,291,8,0
7351,7351,15,1,2,2,0,0,0,1,6,0,171,0,26,0,2,8,18,16,291,8,0
7352,7352,20,9,2,6,0,0,0,1,6,0,62,2,26,0,2,8,18,16,291,8,0
7353,7353,19,1,2,2,2,0,0,1,6,0,45,2,26,0,2,8,18,16,291,8,0
7354,7354,34,1,1,1,0,1,0,1,6,0,91,8,26,0,2,8,18,16,291,8,0
7355,7355,17,0,1,3,0,0,0,1,6,0,172,1,26,0,2,8,18,16,291,8,0
7356,7356,23,0,1,3,0,1,1,1,6,0,498,3,26,0,2,8,18,16,291,8,0
7357,7357,30,1,1,2,0,0,0,1,6,0,85,6,26,0,2,8,18,16,291,8,0
7358,7358,26,0,1,6,0,1,0,1,6,0,224,1,26,0,2,8,18,16,291,8,0
7359,7359,17,3,0,3,0,0,0,1,6,0,553,2,26,0,2,8,18,16,291,8,1
7360,7360,13,0,1,6,0,1,0,1,6,0,242,2,26,0,2,8,18,16,291,8,0
7361,7361,18,1,0,2,0,0,1,1,6,0,192,5,26,0,2,8,18,16,291,8,0
7362,7362,28,9,1,5,2,0,0,1,6,0,207,3,26,0,2,8,18,16,291,8,0
7363,7363,35,1,1,0,2,0,0,1,6,0,711,0,26,0,2,8,18,16,291,8,0
7364,7364,9,0,2,3,0,1,0,1,6,0,160,2,26,0,2,8,18,16,291,8,0
7365,7365,19,0,2,6,0,0,0,1,6,0,147,4,26,0,2,8,18,16,291,8,0
7366,7366,25,0,2,6,0,1,0,1,6,0,87,0,26,0,2,8,18,16,291,8,0
7367,7367,13,0,1,3,0,0,0,1,6,0,199,1,26,0,2,8,18,16,291,8,0
7368,7368,20,1,3,1,2,0,1,1,6,0,34,1,26,0,2,8,18,16,291,8,0
7369,7369,18,1,2,2,0,1,0,1,6,0,65,6,26,0,2,8,18,16,291,8,0
7370,7370,16,2,1,6,0,1,0,1,6,0,150,0,26,0,2,8,18,16,291,8,0
7371,7371,21,1,1,2,0,1,1,1,6,0,57,0,26,0,2,8,18,16,291,8,0
7372,7372,17,0,2,6,0,0,0,1,6,0,234,0,26,0,2,8,18,16,291,8,0
7373,7373,11,1,2,2,0,0,0,1,6,0,521,1,26,0,2,8,18,16,291,8,0
7374,7374,16,0,1,6,0,1,0,1,6,0,555,0,26,0,2,8,18,16,291,8,0
7375,7375,22,0,1,6,0,1,0,1,6,0,86,0,26,0,2,8,18,16,291,8,0
7376,7376,9,1,2,2,0,0,0,1,6,0,204,3,26,0,2,8,18,16,291,8,0
7377,7377,19,3,1,3,0,0,0,1,6,0,222,0,26,0,2,8,18,16,291,8,0
7378,7378,18,0,2,3,0,0,0,1,6,0,162,0,26,0,2,8,18,16,291,8,0
7379,7379,16,6,1,1,0,0,0,1,6,0,648,4,26,0,2,8,18,16,291,8,0
